Year,County,Hospital,OSHPDID,system,Type of Report,Performance Measure,# of Adverse Events,# of Cases,Risk-adjusted Rate,Hospital Ratings,Longitude,Latitude
2018,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,Heart Failure,14,413,2.6,As Expected,-119.258,34.27458
2018,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,Hip Fracture,4,151,2.8,As Expected,-119.258,34.27458
2018,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,PCI,6,178,3.8,As Expected,-119.258,34.27458
2018,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,Pancreatic Resection,,,,,-119.258,34.27458
2018,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,Pneumonia,6,188,3.3,As Expected,-119.258,34.27458
2019,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,CAB,Isolated CABG Operative Mortalit,1,83,1.177647,As Expected,-119.26,34.27
2019,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,AAA Repair Endo Unrupture,0,23,0,As Expected,-119.258,34.27458
2019,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,AAA Repair Open Unrupture,,,,,-119.258,34.27458
2019,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,AMI,16,244,8.2,As Expected,-119.258,34.27458
2019,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,Acute Stroke,13,258,12.9,As Expected,-119.258,34.27458
2019,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,Acute Stroke Hemorrhagic,4,33,30,As Expected,-119.258,34.27458
2019,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,Acute Stroke Ischemic,7,220,6.6,As Expected,-119.258,34.27458
2019,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,Acute Stroke Subarachnoid,2,5,50.4,As Expected,-119.258,34.27458
2019,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,Carotid Endarterectomy,0,53,0,As Expected,-119.258,34.27458
2019,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,GI Hemorrhage,6,238,3,As Expected,-119.258,34.27458
2019,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,Heart Failure,18,407,4.2,As Expected,-119.258,34.27458
2019,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,Hip Fracture,4,175,2.5,As Expected,-119.258,34.27458
2019,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,PCI,11,204,7.6,Worse,-119.258,34.27458
2019,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,Pancreatic Resection,,,,,-119.258,34.27458
2019,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,Pneumonia,3,224,1.7,As Expected,-119.258,34.27458
2020,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,CAB,Isolated CABG Operative Mortalit,2,77,3.887361,As Expected,-119.26,34.27
2020,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,AAA Repair Endo Unrupture,0,18,0,As Expected,-119.258,34.27458
2020,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,AAA Repair Open Unrupture,,,,,-119.258,34.27458
2020,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,AMI,10,230,7.5,As Expected,-119.258,34.27458
2020,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,Acute Stroke,13,266,9.3,As Expected,-119.258,34.27458
2020,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,Acute Stroke Hemorrhagic,3,38,13.8,As Expected,-119.258,34.27458
2020,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,Acute Stroke Ischemic,9,226,5.8,As Expected,-119.258,34.27458
2020,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,-119.258,34.27458
2020,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,Carotid Endarterectomy,0,38,0,As Expected,-119.258,34.27458
2020,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,GI Hemorrhage,9,262,3.8,As Expected,-119.258,34.27458
2020,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,Heart Failure,4,374,1.1,Better,-119.258,34.27458
2020,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,Hip Fracture,5,187,3.1,As Expected,-119.258,34.27458
2020,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,PCI,5,213,2.7,As Expected,-119.258,34.27458
2020,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,Pancreatic Resection,,,,,-119.258,34.27458
2020,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,Pneumonia,17,315,8.1,As Expected,-119.258,34.27458
2016,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,AMI,3,54,8.2,As Expected,-119.253,34.27693
2016,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Acute Stroke,10,105,13.7,As Expected,-119.253,34.27693
2016,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Acute Stroke Hemorrhagic,4,20,26.3,As Expected,-119.253,34.27693
2016,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Acute Stroke Ischemic,4,83,7.3,As Expected,-119.253,34.27693
2016,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,-119.253,34.27693
2016,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Carotid Endarterectomy,0,3,0,As Expected,-119.253,34.27693
2016,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,GI Hemorrhage,3,146,3.1,As Expected,-119.253,34.27693
2016,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Heart Failure,7,145,9.2,Worse,-119.253,34.27693
2016,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Hip Fracture,0,50,0,As Expected,-119.253,34.27693
2016,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,PCI,,,,,-119.253,34.27693
2016,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Pancreatic Resection,0,7,0,As Expected,-119.253,34.27693
2016,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Pneumonia,2,116,2.9,As Expected,-119.253,34.27693
2017,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,AMI,7,59,11.8,As Expected,-119.253,34.27693
2017,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Acute Stroke,4,101,7.6,As Expected,-119.253,34.27693
2017,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Acute Stroke Hemorrhagic,2,14,17,As Expected,-119.253,34.27693
2017,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Acute Stroke Ischemic,1,86,3.2,As Expected,-119.253,34.27693
2017,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,-119.253,34.27693
2017,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Carotid Endarterectomy,,,,,-119.253,34.27693
2017,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,GI Hemorrhage,2,129,2.4,As Expected,-119.253,34.27693
2017,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Heart Failure,3,177,2.6,As Expected,-119.253,34.27693
2017,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Hip Fracture,1,53,2.3,As Expected,-119.253,34.27693
2017,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,PCI,,,,,-119.253,34.27693
2017,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Pancreatic Resection,1,9,56,As Expected,-119.253,34.27693
2017,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Pneumonia,2,143,2.1,As Expected,-119.253,34.27693
2018,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,AMI,0,64,0,As Expected,-119.253,34.27693
2018,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Acute Stroke,7,99,10.6,As Expected,-119.253,34.27693
2018,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Acute Stroke Hemorrhagic,4,24,22.7,As Expected,-119.253,34.27693
2018,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Acute Stroke Ischemic,3,74,7.7,As Expected,-119.253,34.27693
2018,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,-119.253,34.27693
2018,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Carotid Endarterectomy,,,,,-119.253,34.27693
2018,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,GI Hemorrhage,2,115,2.2,As Expected,-119.253,34.27693
2018,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Heart Failure,5,187,4,As Expected,-119.253,34.27693
2018,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Hip Fracture,1,58,1.9,As Expected,-119.253,34.27693
2018,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,PCI,,,,,-119.253,34.27693
2018,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Pancreatic Resection,0,7,0,As Expected,-119.253,34.27693
2018,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Pneumonia,2,117,3.6,As Expected,-119.253,34.27693
2019,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,AAA Repair Endo Unrupture,,,,,-119.253,34.27693
2019,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,AAA Repair Open Unrupture,,,,,-119.253,34.27693
2019,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,AMI,1,56,3.4,As Expected,-119.253,34.27693
2019,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Acute Stroke,7,89,9.4,As Expected,-119.253,34.27693
2019,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Acute Stroke Hemorrhagic,3,22,19.4,As Expected,-119.253,34.27693
2019,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Acute Stroke Ischemic,3,63,6,As Expected,-119.253,34.27693
2019,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Acute Stroke Subarachnoid,1,4,25.4,As Expected,-119.253,34.27693
2019,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Carotid Endarterectomy,,,,,-119.253,34.27693
2019,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,GI Hemorrhage,4,122,2.6,As Expected,-119.253,34.27693
2019,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Heart Failure,7,199,6,As Expected,-119.253,34.27693
2019,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Hip Fracture,1,53,2.1,As Expected,-119.253,34.27693
2019,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,PCI,,,,,-119.253,34.27693
2019,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Pancreatic Resection,0,9,0,As Expected,-119.253,34.27693
2019,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Pneumonia,3,127,4.1,As Expected,-119.253,34.27693
2020,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,AAA Repair Endo Unrupture,,,,,-119.253,34.27693
2020,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,AAA Repair Open Unrupture,,,,,-119.253,34.27693
2020,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,AMI,1,42,3.3,As Expected,-119.253,34.27693
2020,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Acute Stroke,3,88,7,As Expected,-119.253,34.27693
2020,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Acute Stroke Hemorrhagic,2,13,21,As Expected,-119.253,34.27693
2020,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Acute Stroke Ischemic,1,75,2.7,As Expected,-119.253,34.27693
2020,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,-119.253,34.27693
2020,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Carotid Endarterectomy,0,3,0,As Expected,-119.253,34.27693
2020,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,GI Hemorrhage,1,95,1.1,As Expected,-119.253,34.27693
2020,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Heart Failure,2,165,2.1,As Expected,-119.253,34.27693
2020,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Hip Fracture,0,42,0,As Expected,-119.253,34.27693
2020,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,PCI,,,,,-119.253,34.27693
2020,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Pancreatic Resection,1,6,,As Expected,-119.253,34.27693
2020,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Pneumonia,1,140,1.5,As Expected,-119.253,34.27693
2016,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,CAB,Isolated CABG Operative Mortalit,0,65,0,As Expected,-118.89,34.21
2016,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,AMI,10,297,4.4,As Expected,-118.882,34.20762
2016,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Acute Stroke,61,340,15,Worse,-118.882,34.20762
2016,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Acute Stroke Hemorrhagic,22,62,36.9,Worse,-118.882,34.20762
2016,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Acute Stroke Ischemic,32,245,9,Worse,-118.882,34.20762
2016,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Acute Stroke Subarachnoid,7,33,23.7,As Expected,-118.882,34.20762
2016,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Carotid Endarterectomy,0,19,0,As Expected,-118.882,34.20762
2016,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,GI Hemorrhage,4,262,2.4,As Expected,-118.882,34.20762
2016,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Heart Failure,15,398,2.9,As Expected,-118.882,34.20762
2016,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Hip Fracture,3,161,1.7,As Expected,-118.882,34.20762
2016,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,PCI,9,284,5.4,As Expected,-118.882,34.20762
2016,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Pancreatic Resection,0,8,0,As Expected,-118.882,34.20762
2016,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Pneumonia,17,201,6.8,Worse,-118.882,34.20762
2017,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,CAB,Isolated CABG Operative Mortalit,3,74,2.41,As Expected,-118.89,34.21
2017,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,AMI,10,277,4.5,As Expected,-118.882,34.20762
2017,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Acute Stroke,57,425,11.2,Worse,-118.882,34.20762
2017,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Acute Stroke Hemorrhagic,27,92,29.3,Worse,-118.882,34.20762
2017,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Acute Stroke Ischemic,23,303,5.7,As Expected,-118.882,34.20762
2017,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Acute Stroke Subarachnoid,7,30,25.2,As Expected,-118.882,34.20762
2017,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Carotid Endarterectomy,0,16,0,As Expected,-118.882,34.20762
2017,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,GI Hemorrhage,5,217,2.7,As Expected,-118.882,34.20762
2017,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Heart Failure,22,421,3.4,As Expected,-118.882,34.20762
2017,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Hip Fracture,7,178,4.2,As Expected,-118.882,34.20762
2017,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,PCI,4,246,1.9,As Expected,-118.882,34.20762
2017,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Pancreatic Resection,1,9,11.1,As Expected,-118.882,34.20762
2017,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Pneumonia,4,140,2.4,As Expected,-118.882,34.20762
2018,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,CAB,Isolated CABG Operative Mortalit,1,58,1.09,As Expected,-118.89,34.21
2018,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,AMI,11,309,4.7,As Expected,-118.882,34.20762
2018,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Acute Stroke,42,488,7.8,As Expected,-118.882,34.20762
2018,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Acute Stroke Hemorrhagic,12,71,14.2,As Expected,-118.882,34.20762
2018,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Acute Stroke Ischemic,26,382,4.8,As Expected,-118.882,34.20762
2018,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Acute Stroke Subarachnoid,4,35,21.9,As Expected,-118.882,34.20762
2018,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Carotid Endarterectomy,0,14,0,As Expected,-118.882,34.20762
2018,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,GI Hemorrhage,6,209,3.6,As Expected,-118.882,34.20762
2018,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Heart Failure,9,364,1.6,As Expected,-118.882,34.20762
2018,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Hip Fracture,1,172,0.6,As Expected,-118.882,34.20762
2018,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,PCI,7,287,4.1,As Expected,-118.882,34.20762
2018,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Pancreatic Resection,0,8,0,As Expected,-118.882,34.20762
2018,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Pneumonia,9,214,3.7,As Expected,-118.882,34.20762
2019,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,CAB,Isolated CABG Operative Mortalit,3,80,3.979709,As Expected,-118.89,34.21
2019,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,AAA Repair Endo Unrupture,0,4,0,As Expected,-118.882,34.20762
2019,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,AAA Repair Open Unrupture,,,,,-118.882,34.20762
2019,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,AMI,15,304,6.6,As Expected,-118.882,34.20762
2019,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Acute Stroke,48,485,10.4,As Expected,-118.882,34.20762
2019,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Acute Stroke Hemorrhagic,20,74,29,As Expected,-118.882,34.20762
2019,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Acute Stroke Ischemic,24,363,6.1,As Expected,-118.882,34.20762
2019,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Acute Stroke Subarachnoid,4,48,13,As Expected,-118.882,34.20762
2019,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Carotid Endarterectomy,0,14,0,As Expected,-118.882,34.20762
2019,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,GI Hemorrhage,5,206,2,As Expected,-118.882,34.20762
2019,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Heart Failure,9,371,2,As Expected,-118.882,34.20762
2019,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Hip Fracture,4,169,1.8,As Expected,-118.882,34.20762
2019,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,PCI,9,254,5.1,As Expected,-118.882,34.20762
2019,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Pancreatic Resection,0,6,0,As Expected,-118.882,34.20762
2019,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Pneumonia,1,216,0.6,As Expected,-118.882,34.20762
2020,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,CAB,Isolated CABG Operative Mortalit,3,51,3.395291,As Expected,-118.89,34.21
2020,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,AAA Repair Endo Unrupture,0,9,0,As Expected,-118.882,34.20762
2020,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,AAA Repair Open Unrupture,,,,,-118.882,34.20762
2020,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,AMI,16,267,5.3,As Expected,-118.882,34.20762
2020,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Acute Stroke,33,376,8.6,As Expected,-118.882,34.20762
2020,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Acute Stroke Hemorrhagic,17,56,23.5,As Expected,-118.882,34.20762
2020,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Acute Stroke Ischemic,15,286,4.9,As Expected,-118.882,34.20762
2020,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Acute Stroke Subarachnoid,1,34,6.2,As Expected,-118.882,34.20762
2020,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Carotid Endarterectomy,0,6,0,As Expected,-118.882,34.20762
2020,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,GI Hemorrhage,8,174,3.7,As Expected,-118.882,34.20762
2020,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Heart Failure,10,391,2.1,As Expected,-118.882,34.20762
2020,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Hip Fracture,4,181,2.6,As Expected,-118.882,34.20762
2020,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,PCI,8,214,3.4,As Expected,-118.882,34.20762
2020,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Pancreatic Resection,0,4,,As Expected,-118.882,34.20762
2020,Ventura,Los Robles Hospital and Medical Center,106560492,HCA Healthcare Corporation,IMI,Pneumonia,28,529,4.5,Better,-118.882,34.20762
2016,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,AMI,0,4,0,As Expected,-119.263,34.44221
2016,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,Acute Stroke,1,10,36.6,As Expected,-119.263,34.44221
2016,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,Acute Stroke Hemorrhagic,,,,,-119.263,34.44221
2016,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,Acute Stroke Ischemic,0,9,0,As Expected,-119.263,34.44221
2016,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,-119.263,34.44221
2016,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,Carotid Endarterectomy,,,,,-119.263,34.44221
2016,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,GI Hemorrhage,1,17,5.4,As Expected,-119.263,34.44221
2016,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,Heart Failure,0,16,0,As Expected,-119.263,34.44221
2016,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,Hip Fracture,0,11,0,As Expected,-119.263,34.44221
2016,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,PCI,,,,,-119.263,34.44221
2016,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,Pancreatic Resection,,,,,-119.263,34.44221
2016,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,Pneumonia,0,26,0,As Expected,-119.263,34.44221
2017,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,AMI,,,,,-119.263,34.44221
2017,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,Acute Stroke,0,3,0,As Expected,-119.263,34.44221
2017,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,Acute Stroke Hemorrhagic,,,,,-119.263,34.44221
2017,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,Acute Stroke Ischemic,,,,,-119.263,34.44221
2017,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,-119.263,34.44221
2017,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,Carotid Endarterectomy,,,,,-119.263,34.44221
2017,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,GI Hemorrhage,1,9,37.4,As Expected,-119.263,34.44221
2017,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,Heart Failure,1,16,3.9,As Expected,-119.263,34.44221
2017,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,Hip Fracture,,,,,-119.263,34.44221
2017,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,PCI,,,,,-119.263,34.44221
2017,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,Pancreatic Resection,,,,,-119.263,34.44221
2017,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,Pneumonia,1,21,3.6,As Expected,-119.263,34.44221
2018,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,AMI,,,,,-119.263,34.44221
2018,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,Acute Stroke,0,6,0,As Expected,-119.263,34.44221
2018,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,Acute Stroke Hemorrhagic,,,,,-119.263,34.44221
2018,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,Acute Stroke Ischemic,0,6,0,As Expected,-119.263,34.44221
2018,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,-119.263,34.44221
2018,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,Carotid Endarterectomy,,,,,-119.263,34.44221
